"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日","Position"  ,"Job Description" ,"Company Summery" ,"English Requirement" ,"Type of Industry" ,"Location" ,"Requried Skills" ,"Education" ,"Consultant's Comment" ,"Japanese Requirement"  
"1020064","0","0","ハイクラス/外資系","1","","","","","02","04","ビジネスコンサルタント","業務プロセス系","07","03","その他企画・事務・管理","企画系","16","00","その他","","アマゾンジャパン株式会社","Delivery Network Manager","日本のトランスポーテションの輸送ネットワークマネジャーは、日本における出荷配送の幹線輸送管理を責務とします■同社の幹線輸送網最適化に向けた分析、計画策定■同社の幹線輸送網構築に向けた計画の実行■配送パートナーとの交渉、議論および調整【このポジションはアマゾンジャパンの採用となり、アマゾンジャパン・ロジスティクスへの出向となります】","■新たな可能性を模索し、事業を構想し、作り上げる能力■論理的に、かつ多面的に事象をとらえて問題解決を図る能力■英語、日本語でプロフェッショナルとして議論ができるコミュニケーション能力（TOEIC 800点以上のレベル ）■新たな物事に取り組む意欲、新たな知識、スキルを吸収する能力■物流、サプライチェーンに関する知識があれば尚可","■物流企業における営業、企画、現場管理部門などで7年以上経験■大規模製造業メーカーにおけるサプライチェーン、物流部門における7年以上の経験","ビジネスレベル","800","■小さくまとまらず、世の中を変えていく気概をもって思考する■常に物事を一新するか、変化させるかを考えて思考する■多くの人々を巻き込みながら仕事を進めることができる■分析や検討も必要だが、やり直しがきくことであればとにかくやってみる、という意識を持って物事を推進する<BR>など","■物流企業における営業、企画、現場管理部門などで7年以上経験■大規模製造業メーカーにおけるサプライチェーン、物流部門における7年以上の経験","東京都","目黒区","","","大卒以上","30","40","500","1100","増員","210685","流通・小売・販売","オンライン販売及び多岐に渡るコンテンツサービスの提供。和、洋書、CD、DVD、ビデオ、ソフトウェア、ゲーム、カメラ、ビューティ、コスメ、食品、飲料、ジュエリー、エレクトロニクス、キッチン、玩具、ホビー、スポーツ、工具、バイク、カー製品関連商品を取り扱う。地球上最もお客様を大切にする企業であることをポリシーにオンライン上で求められるあらゆるものを発見、購入出来る場を目指す。","グローバル全体では、常に対昨年20％以上の伸びを示し右肩上がり。日本を含むインターナショナル部門の売上はグローバル全体の約50％。日本市場は期待感の高い状況です。ネット通販大手では最大数の物流拠点を持ち、2013年には小田原に世界最大規模の物流拠点も計画中。2012年には電子書籍端末が発売され今後も注目の企業。社員の半分は女性で活躍されている。オールフレックスで働きやすい環境。","2000","11","","700","東京都","目黒区下目黒1-8-1　ARCO　TOWER　ANNEX","マネジメントのご経験者を求めています。","岡田","2013/11/21 10:47:42","","","","TOEIC 800","Distribution・Retail","Tokyo","","Bachelor","",""
"1020189","0","0","ハイクラス","","","上場","","","01","00","トップマネジメント","","1","0","トップマネジメント","","","","","","ダイドードリンコ株式会社","ロシア現地法人社長","※Confidential案件です※　来年2月よりモスクワ法人設立を予定しており現地の責任者をお任せする方を探しています。ロシアに対しては既にウラジオストックで実績があり、直近のFSも含めて今回モスクワに拠点を立ち上げることになりました。当初や4名程度でのスタートイメージです。３，４年後には現地法人化で全て現地採用でマネジメントできる体制に持っていく事を想定しています。","海外現地法人立ち上げ経験。ロシア人のマネジメント経験。ベンチャーマインド、リーダーシップ。","できれば飲料・食品ビジネス領域での実務経験。ロシア法人マネジメント経験。","ビジネスレベル","","ベンチャーマインド、リーダーシップ。","海外現地法人立ち上げ経験。","海外","ロシアモスクワ","","","大卒以上","40","50","1200","1500","海外事業拡大戦略","1005033","食品・飲料","コーヒーを中心とする嗜好飲料・健康飲料等の製造販売","3年前に構造改革を実施し、より新しい取り組みや人材を積極的に取り入れる体制に切り替わって進めている中、成長戦略の柱として海外事業展開が本格的にスタートしました。未進出エリアへの展開も今後積極的に進めていく予定です。海外事業展開に自らリーダーシップをとって関わりたい方にはお勧めの環境です。","1975","1","192432","2916","大阪府","大阪市北区中之島二丁目2番7号","","越山","2013/11/18 11:00:35","","","","Business Level","Food・Beverage","","","Bachelor","",""
"1018676","0","0","ハイクラス","","","上場","","","05","00","人事","","05","00","人事","","","","","","日清食品ホールディングス株式会社","グローバル人事/課長","グローバル人事制度の設計・運用を担っていただくポジションです。グローバル評価基準設計などにも携わっていただく予定です。","グローバル人事制度の設計・運用経験。人事・組織コンサルティング、あるいはグローバル企業での人事マネージャー経験（5年以上）。","グローバル評価基準設計経験。メンタルケア経験。","ビジネスレベル","","プロアクティブな方。リーダーシップを発揮し、周りを巻き込んで業務を推進できる方。","グローバル人事制度の設計・運用経験。人事・組織コンサルティング、あるいはグローバル企業での人事マネージャー経験。","東京都","新宿区","","","大卒以上","37","45","1000","1150","事業拡大に伴うコア人材の募集。","1004261","食品・飲料","持株会社として、グループ全体の経営戦略の策定・推進、グループ経営の監査、その他経営管理など。グループが手がける事業内容は次の通りです。1.即席めんの製造および販売、2.チルド食品の製造および販売、3.冷凍食品の製造および販売、4.菓子、シリアル食品の製造および販売、5.乳製品、清涼飲料、チルドデザート等の製造および販売、6.飲食店の運営。","2008年に持株会社制に移行し、戦略的プラットフォームの整備を進め、国内7事業会社、海外4地域を横断的に後方支援する体制を確立。2012年度の売上高実績は3,828億円であるが、今後の数年間をグループの成長期と位置づけている。海外展開による事業構造の強化、技術革新とマーケティング戦略によるブランディング加速、CSR活動の推進を基軸とし、2015年度には売上高4,500億円、2018年度には売上高7,000億円を目指している。","1948","9","2512200","7822","東京都","新宿区新宿6丁目28－1","グローバル人事制度の設計・運用経験をお持ちの方を求めています。","永田","2013/11/18 11:00:13","","","","Business Level","Food・Beverage","Tokyo","","Bachelor","",""
"1020233","0","0","ハイクラス","","","","","","08","05","営業","技術営業","08","04","営業","企画営業","08","01","営業","営業管理職","センシエント・テクノロジーズ・ジャパン株式会社","営業（幹部候補）","飲料、乳料、食品メーカーなどに向けて営業活動を行って頂きます。自社の研究開発・工場関係者を巻き込みながら、製品の企画・提案、マーケティング活動全般に携わっていただきます。香料メーカー各社は競合相手であると同時に互いの顧客でもあるというのが香料業界の現状です。各メーカーが独自の得意分野を持っているため、同業他社が緊密に結びついた業界となっています。同社についても、同業他社への販売が売上の大きな割合を占めています。今後はよりエンドユーザー向けに営業活動を行って頂きたく、新しいフレーバーをいかに提供するかの企画力・マーケティング力が求められています。","香料もしくは食品添加物関連業界での営業経験。英語力は不要です。","","ビジネスレベル","","企画・提案力、積極的に新しい市場を開拓できる方","香料、食品添加物関連業界での営業経験","東京都","港区","","","大卒以上","40","46","800","1000","組織強化","1005037","化学","大手香料メーカー米センシエントテクノロジーズ社の日本法人。フレーバー、フレグランスや着色料を食品・化粧品・医療品メーカーなどに販売。香料業界では売上世界7位（2012年）、色素分野では世界トップクラス。","世界では知名度が高いですが、日本市場ではまだトップ10に入っておらず、まだこれからというフェーズです。","2003","","5000","33","東京都","港区芝2-29-12　トーホー東京芝ビル","裁量権が大きく、大手企業にいながらベンチャー的な動きができます。","呉","2013/11/18 11:00:12","","","","Business Level","Chemistry Related","Tokyo","","Bachelor","",""
"1020587","0","0","ハイクラス/外資系","1","","","","","07","03","その他企画・事務・管理","企画系","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","","","","","メットライフアリコ生命保険株式会社","Integration Competency Center","1. IT Blueprintに沿ったSOAの導入とESB/ETLなどのインテグレーション・アーキテクチャ利用により、基幹業務アプリケーションの変革の推進する。 2. プロジェクト間の整合性を取りながら要件の分析及びサービスの共通化をリードする。 3. SOAにおけるのサービス化（設計）～実装のライフサイクルにおいて、複数プロジェクトの支援をSOAガバナンスに基づき管理監督する。 期待される役割： 1. サービス化方針の策定と維持管理（Architecture Officeとの共同作業） ・ サービス化に関する基準の策定及び管理 ・ アーキテクチャー原則、標準、ガイドラインの策定と管理 ・ サービスポートフォリオの維持管理 ・ 中長期的なサービス化に関する指針の策定 ・ キャパシティプランニングに関する方針の策定","SOAにおける専門知識・生命保険と年金保険商品および業務知識・SOAの知識とアーキテクチャー設計の経験・SOA設計の方法論の知識と適用経験 ・ インテグレーションアーキテクチャー設計の経験・サービス候補抽出とサービス仕様設計・XMLスキーマの知識とXMLスキーマによるメッセージモデル設計・XMLスキーマ設計ツールによる実装経験・データモデリングの知識・WSDL設計の知識と経験","(必須条件続き）・IBM WebSphere Message Broker、CastIron、DatapowerなどのESBメディエーション設計と実装経験・ Web Service Standardの知識・ ITおよびSOAガバナンスの知識と経験・ Enterprise Architectureの知識・ ITアーキテクチャー設計手法の基本知識と経験・ IBM WebSphere Registry and Repository製品活用の知識と経験・ ビジネスルールエンジンの知識と経験","ビジネスレベル","","■コミュニケーションスキル<BR>■論理的思考力 <BR>■セルフスターター<BR>■チームワークを重視して多くのステークホルダーと協業しながら、業務を遂行できる方<BR>■責任感が強く業務を主体的にすすめられる方<BR>■積極的に知識を吸収する意欲がある方<BR>","生命保険業界での就業経験。","東京都","江東区","","","大卒以上","28","40","500","1100","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本での外資系生命保険第1号の企業です。","堂谷","2013/11/14 10:36:47","","","","Business Level","Life Insurance","Tokyo","","Bachelor","",""
"1020596","0","0","外資系","1","","","","","15","00","金融関連","","07","04","その他企画・事務・管理","その他","","","","","メットライフアリコ生命保険株式会社","Investments/Loan&RealEstate","Creatinginvestment memorandum in English for getting approval internally in terms of real estate investment in Japan Explaining deals in English through conference call and email etc. Managing overseas investment. Helping launch Australian commercial mortgages and potentially other Asian markets. Going overseas business trip such as US and Australia etc. once a year (potentially)","【Experience】 Working experience in the real estate field for at least 5 years 【Skills】 Proficient in the use of Microsoft Office application: Word, Excel and PowerPoint","【Qualifications】 Professional Certificate: Authorized real-estate transaction supervisor of Japan (preferred) TOEIC: 900 points or higher (preferred)","ビジネスレベル","900","A good self-starter who can work as a team","望ましい条件の欄に記載","東京都","墨田区","","","大卒以上","28","35","500","800","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本における外資系生命保険会社第1号の会社です。","堂谷","2013/11/14 10:36:46","","","","TOEIC 900","Life Insurance","Tokyo","","Bachelor","","Native"
"1020581","0","0","ハイクラス/外資系","1","","","","","3","0","経営企画・事業企画","","07","03","その他企画・事務・管理","企画系","","","","","メットライフアリコ生命保険株式会社","PC Strategy and Planning Dept.","Summary of Responsibilities: The Profit Center Strategy function will be established to lead business line strategy development projects manage strategy performance for top and bottom lines and report progress and results to external stakeholders including the Japan Leadership Group Executive Management Committee Board of Directors and other Asia regional stakeholders.","MBA or similar Masters degree from a top-tier institution. Minimum of 7 years of relevant experience・Broad knowledge of business operations and external environment. Project planning management and execution capabilities.","【必須条件続き】 ・Business/financial acumen and business analytical capabilities・Practical strategic and logical thinking・Priority setting resourcefulness and ability to operate under uncertain conditions・","ビジネスレベル","","■コミュニケーションスキル<BR>■論理的思考力 <BR>■セルフスターター<BR>■チームワークを重視して多くのステークホルダーと協業しながら、業務を遂行できる方<BR>■責任感が強く業務を主体的にすすめられる方<BR>■積極的に知識を吸収する意欲がある方<BR>","Management consulting project experience preferred・","東京都","墨田区","","","大学院卒以上","30","38","600","1000","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本での外資系生命保険第1号の企業です。","堂谷","2013/11/14 10:36:45","","","","Business Level","Life Insurance","Tokyo","","Master","",""
"1020586","0","0","ハイクラス/外資系","1","","","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","7","4","その他企画・事務・管理","その他","","","","","メットライフアリコ生命保険株式会社","IT SOX Project Manager","IT SOX Project Manager will play an important liaison role between IT workforce (BAU teams) of Japan’s Application Development dept. and IT Risk Controllers in order to keep MAJ’s IT process in control meeting audit requirements. Successful candidate is in charge of all projects within the department he/she belong to.","Competencies Required: 1. Communication savvy to interpret IT terms as well as audit terms into general way. 2. Critical thinking to simplify complicated issues into major factors. 3. Logical thinking to draw efficient scenario to lead process","4. Inclusiveness to make all stakeholders committed to projects and each’s task. 5. Project management skills and process reengineering lead experience. 6. Active listener with patience.","ビジネスレベル","","■コミュニケーションスキル<BR>■論理的思考力 <BR>■セルフスターター<BR>■チームワークを重視して多くのステークホルダーと協業しながら、業務を遂行できる方<BR>■責任感が強く業務を主体的にすすめられる方<BR>■積極的に知識を吸収する意欲がある方<BR>","Best practice knowledge for life insurance process is a plus. CIA, CISA is a plus","東京都","江東区","","","大卒以上","35","44","600","1000","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本での外資系生命保険第1号の企業です","堂谷","2013/11/14 10:36:44","","","","Business Level","Life Insurance","Tokyo","","Bachelor","",""
"1020588","0","0","ハイクラス/外資系","1","","","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","","","","","","","","","メットライフアリコ生命保険株式会社","Senior Project Manager","This position belongs to MAJ CIO’s IT Innovation & Solution Delivery Department where is in charge of dealing with complex cross functional or enterprise wide projects/ program. IT Innovation & Solution Delivery Dept. consists of Senior Project Managers PMOs and Business System Analysts.","Successfully delivered long term project whose cost is around 1B yen simultaneously. Successfully delivered more than 1 complex project of business process engineering project. Management experience of a project team of more than 50 members.","PMP Certified preferred.  Business College training an advantage.","ビジネスレベル","","■リーダーシップ<BR>■コミュニケーションスキル<BR>■論理的思考力 <BR>■セルフスターター<BR>■チームワークを重視して多くのステークホルダーと協業しながら、業務を遂行できる方<BR>■責任感が強く業務を主体的にすすめられる方<BR>■積極的に知識を吸収する意欲がある方<BR>","望ましい条件の欄に記載","東京都","江東区","","","大卒以上","35","45","800","1200","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本での外資系生命保険第1号の企業です。","堂谷","2013/11/14 10:36:43","","","","Business Level","Life Insurance","Tokyo","","Bachelor","",""
"1020590","0","0","ハイクラス/外資系","1","","","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","","","","","","","","","メットライフアリコ生命保険株式会社","シニアアーキテクト（G7）","1. IT Architectは組織のビジネス戦略に応じてコンピュータテクノロジーの導入意思決定とその投資を結びつける責任がある。 2. その役割は更に組織における以下の様々な意思統一を図ることが求められる。方針や指針、サービス、標準、ガイドラインそして共通ソリューション等。 3. このポジションは、高いレベルの専門技術・知識と共に業務知識を求められ、情報技術の投資に対する生産性の向上や費用対効果における最適なリターンを追及しなければならない。 4. またITアーキテクトは情報やシステムの統合・管理を通して、組織のオペレーション効率をもたらすことに努めなければならない。そのためには計画から実装、アーキテクチャの管理に渡る技術スキルを要していることが重要である。","一つもしくは複数以上のアプリケーションインテグレーションミドルウェア（AIM）の経験があること。例えばIBM（WMB）、マイクロソフト、SoftwareAG（webMethods）などの製品を指す。 ・また、ビジネスへのプレゼンを含む、ソリューション提案やテクニカルデザイン設計、開発、テスト等のソフトウエア開発ライフサイクルを理解し、また保険業務知識を保有していることが望まれる。 ・個々の能力と同時にグループやチームセッティングにおいても優れていなければならない。","・課題分析や問題解決力はMUST・コミュニケーション力（Written&Oral）＆プレゼンテーションスキルは必要不可欠である。・Java programming ・.NET ・SQL ・UML ・Services Oriented Architecture（SOA） ・高度な技術の理解力 ・流暢な日本語及び英語力（社内では日本語、本社とは英語）","ビジネスレベル","","■コミュニケーションスキル<BR>■論理的思考力 <BR>■セルフスターター<BR>■チームワークを重視して多くのステークホルダーと協業しながら、業務を遂行できる方<BR>■責任感が強く業務を主体的にすすめられる方<BR>■積極的に知識を吸収する意欲がある方<BR>","望ましい条件の欄に記載","東京都","江東区","","","大卒以上","35","45","1000","1500","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本での外資系生命保険第1号の企業です。","堂谷","2013/11/14 10:36:42","","","","Business Level","Life Insurance","Tokyo","","Bachelor","",""
"1019539","0","0","ハイクラス","","","上場","","","05","00","人事","","05","00","人事","","","","","","トレンドマイクロ株式会社","人事企画マネージャー","Ｃ&Bグループ （人事企画、給与・福利厚生・労務）をハンズオンも含めてリードして頂きます。部下は、4名になります。■給与/福利厚生―酬制度の設計、運用。 業績評価/給与改定など年次イベントの主導/推進。給与計算、社会保険。■人事企画―勤怠、福利厚生などの制度設計、導入、運用。■コンプライアンス対応―労務問題対応。就業規則等各種規程の改定。","給与・福利厚生、人事企画の分野で5年以上の経験があること。労務問題対応が出来る程度の労働関連法令に関する知識。少人数(3-5名)のチーム運営、予算管理の経験が3年以上あること。チームで結果を出し、チームとともに成長していこうというモチベーションとリーダーシップのある方。バランス感覚とコミュニケーション力に優れていること。ボトムアップ型の組織において改善・変革をリードした経験があること。PCリテラシー: MS Officeを使いこなせること （特にExcelのスキルは高いほど可）。","若い社員の多い職場で周囲と協調して仕事ができること。人材開発/組織開発、採用、担当人事(HRBP)の経験があること 。","ビジネスレベル","","チームで結果を出し、チームとともに成長していこうというモチベーションとリーダーシップのある方。バランス感覚とコミュニケーション力に優れていること。若い社員の多い職場で周囲と協調して仕事ができること。","給与・福利厚生、人事企画の分野で5年以上の経験。少人数(3-5名)のチーム運営、予算管理の経験。ボトムアップ型の組織において改善・変革をリードした経験。","東京都","渋谷区","","","大卒以上","35","45","700","1000","","296","コンピュータ（ソフト）","コンピュータ及びインターネット用セキュリティ関連製品・サービスの開発・販売。日本市場で圧倒的なシェアを誇り、製品開発にもワールドワイドで大きな力を持つ。個人向け、法人向けとセキュリティーに関するトータル的なソリューションを展開。","同社の一番の特徴は、日本本社のグローバルベンダー（世界27拠点）であることです。開発拠点も日本にあり、ビジネス上の主導権はもちろん、ユーザーに支持される製品開発に直接携われることができます。グローバルでは日本での売上シェアが最も高く、ビジネスでの主導権をしっかりと持っています。同社の看板製品であるウェブサーバのウイルス対策製品における世界的販売シェアNo.1。また日経WOMANにて女性の活躍する会社Best100に取り上げれるなど女性の管理職登用度、女性活用度、ワークライフバランス度、男女均等度においては評価が高く実績がある環境です。","1989","10","1838600","5137","東京都","渋谷区代々木2-1-1　新宿マインズタワー33F","","細野","2013/11/14 10:36:41","","","","Business Level","Computer(Software)","Tokyo","","Bachelor","",""
"1020595","0","0","ハイクラス/外資系","1","","","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","04","ITエンジニア","金融システム","10","06","ITエンジニア","社内システム関連","メットライフアリコ生命保険株式会社","InvestmentSystemsProjectMgr","The successful candidate will be part of an expanding team dedicated to support the Investments unit. The candidate shall manage projects to support the Japan Investments business as well as APAC region initiatives. The candidate will also need to manage budgets (project and the IT budget).","【Experience】 Compulsory background: Project management experience in investments/financial systems area. 【Skills】 Required: Native/excellent communication skills (verbal and written) in Japanese and English","Knowledge of financial products (fixed income (bonds), equity, derivatives, etc.) and the trade workflow Experience with trading systems. Broad IT knowledge, infrastructure, database (SQL), server (Windows, Linux)","ビジネスレベル","","Excellent organizational skills, multi-tasking, proactive.<BR> Willing to learn. Ability to work under pressure.","望ましい条件の欄に記載","東京都","墨田区","","","大卒以上","30","40","500","1000","体制強化","1004287","生保","世界の約50の国と地域で生命保険事業を展開し、約2570万人の被保険者を有する企業である。AIGグループに属していたが、経営危機に陥りアメリカ政府の管理下に入ったAIGグループからの分離・独立が進められ、アリコの全株式がメットライフに譲渡され、ブランドも日本を除きメットライフに統一されアリコの名前は消滅した。日本支社の通称・ブランド名は、2011年4月より「メットライフアリコ」になっている。","同社は「顧客中心主義」「信頼」「銅像的かつ革新的」「誠実」「人財」の5つをバリューとして掲げ、ミッション、ビジョン達成に向けて、私たちの「考え」や「行動」の確かな拠り所としています。<BR><BR>2011年度は新規契約高、新規契約数共に前年比105％以上の成長を達成し、保有契約高、保有契約数ともに過去最高を記録しています。","1954","","45680000","","東京都","墨田区太平4-1-3　オリナスタワー","日本における外資系生命保険会社第1号の会社です。","堂谷","2013/11/14 10:36:40","","","","Business Level","Life Insurance","Tokyo","","Bachelor","","Native"
"1020063","0","0","ハイクラス/外資系","1","","","","","02","04","ビジネスコンサルタント","業務プロセス系","07","03","その他企画・事務・管理","企画系","16","00","その他","","アマゾンジャパン株式会社","Sr. Business Analyst","日本のトランスポーテションのシニアアカウントマネジャーは、日本における出荷配送の管理を責務とします。【成果物/ スコープ】■日本におけるベストインクラスのお客様の購入体験および配送を実現するために、特に配送パートナーとなる取引先との関係作りを通じて同社配送網に対する革新的なソリューションを作り上げる■ラストマイルにおいて再配達を必要としない出荷の仕組みを配送パートナーと共に作り上げ、お客様の手元に一回の配送で届く確率を上げていく■お客様の手元に一回の配送で届く確率を継続的にモニターし、問題解決の糸口を探り、適宜深堀の分析を行っていく【このポジションはアマゾンジャパンの採用となり、アマゾンジャパン・ロジスティクスへの出向となります】","■新たな可能性を模索し、事業を構想し、作り上げる能力■論理的に、かつ多面的に事象をとらえて問題解決を図る能力■データの統計的な処理を行える知識およびスキル■英語、日本語でプロフェッショナルとして議論ができるコミュニケーション能力（TOEIC 700点以上のレベル ）■新たな物事に取り組む意欲、新たな知識、スキルを吸収する能力■物流、サプライチェーンに関する知識があれば尚可","■トップクラスのコンサルティングファームでの3年以上の経験■トップクラスの商社営業部門での7年以上の経験■大規模製造業メーカーにおけるサプライチェーン、物流部門における10年以上の経験","ビジネスレベル","700","ロジカルでかつ人間味のある方","■トップクラスのコンサルティングファームでの3年以上の経験■トップクラスの商社営業部門での7年以上の経験■大規模製造業メーカーにおけるサプライチェーン、物流部門における10年以上の経験","東京都","目黒区","","","大卒以上","30","40","500","1100","増員","210685","流通・小売・販売","オンライン販売及び多岐に渡るコンテンツサービスの提供。和、洋書、CD、DVD、ビデオ、ソフトウェア、ゲーム、カメラ、ビューティ、コスメ、食品、飲料、ジュエリー、エレクトロニクス、キッチン、玩具、ホビー、スポーツ、工具、バイク、カー製品関連商品を取り扱う。地球上最もお客様を大切にする企業であることをポリシーにオンライン上で求められるあらゆるものを発見、購入出来る場を目指す。","グローバル全体では、常に対昨年20％以上の伸びを示し右肩上がり。日本を含むインターナショナル部門の売上はグローバル全体の約50％。日本市場は期待感の高い状況です。ネット通販大手では最大数の物流拠点を持ち、2013年には小田原に世界最大規模の物流拠点も計画中。2012年には電子書籍端末が発売され今後も注目の企業。社員の半分は女性で活躍されている。オールフレックスで働きやすい環境。","2000","11","","700","東京都","目黒区下目黒1-8-1　ARCO　TOWER　ANNEX","マネジメントのご経験者を求めています。","岡田","2013/11/14 10:36:39","","","","TOEIC 700","Distribution・Retail","Tokyo","","Bachelor","",""
